pulled_at,series_ticker,race,expiration_date,total_volume_usd,total_open_interest_usd,named_candidates,candidate_1,bid_1,ask_1,mid_1,vol_1_usd,oi_1_usd,candidate_2,bid_2,ask_2,mid_2,vol_2_usd,oi_2_usd,candidate_3,bid_3,ask_3,mid_3,vol_3_usd,oi_3_usd,candidate_4,bid_4,ask_4,mid_4,vol_4_usd,oi_4_usd,candidate_5,bid_5,ask_5,mid_5,vol_5_usd,oi_5_usd,candidate_6,bid_6,ask_6,mid_6,vol_6_usd,oi_6_usd,candidate_7,bid_7,ask_7,mid_7,vol_7_usd,oi_7_usd,candidate_8,bid_8,ask_8,mid_8,vol_8_usd,oi_8_usd,candidate_9,bid_9,ask_9,mid_9,vol_9_usd,oi_9_usd,candidate_10,bid_10,ask_10,mid_10,vol_10_usd,oi_10_usd,candidate_11,bid_11,ask_11,mid_11,vol_11_usd,oi_11_usd,candidate_12,bid_12,ask_12,mid_12,vol_12_usd,oi_12_usd,candidate_13,bid_13,ask_13,mid_13,vol_13_usd,oi_13_usd,candidate_14,bid_14,ask_14,mid_14,vol_14_usd,oi_14_usd,candidate_15,bid_15,ask_15,mid_15,vol_15_usd,oi_15_usd,candidate_16,bid_16,ask_16,mid_16,vol_16_usd,oi_16_usd,candidate_17,bid_17,ask_17,mid_17,vol_17_usd,oi_17_usd,candidate_18,bid_18,ask_18,mid_18,vol_18_usd,oi_18_usd
2026-05-29T14:37:30Z,KXSENATEMID,Michigan Senate — Dem Primary,2026-11-03T15:00:00Z,657753.8,383705.28,9,Abdul El-Sayed,0.580,0.600,0.590,312690.68,185343.39,Mallory McMorrow,0.260,0.270,0.265,162989.63,93523.86,Haley Stevens,0.160,0.170,0.165,180591.67,103555.21,Matt Sahr,0.000,0.005,0.003,7.01,7.01,Kristen McDonald Rivet,0.000,0.003,0.002,193.1,193.1,Sarah Anthony,0.000,0.003,0.002,2.1,2.1,Rashida Tlaib,0.000,0.002,0.001,364.1,364.1,Dana Nessel,0.000,0.002,0.001,909.41,710.41,Andy Levin,0.000,0.002,0.001,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T14:37:30Z,KXGOVMINOMR,Michigan Governor — Rep Primary,2026-11-03T15:00:00Z,229727.55,121569.0,15,Perry Johnson,0.490,0.510,0.500,90998.24,49913.84,John James,0.360,0.370,0.365,96398.14,46265.09,Mike Cox,0.011,0.050,0.030,17661.19,14221.5,Aric Nesbitt,0.002,0.030,0.016,19548.98,6581.57,Peter Meijer,0.001,0.020,0.011,176.0,174.0,Tudor Dixon,0.001,0.019,0.010,1415.0,1316.0,Mike Rogers,0.001,0.012,0.006,1637.0,1435.0,Kevin Rinke,0.001,0.010,0.005,758.0,645.0,Garrett Soldano,0.001,0.009,0.005,136.0,134.0,Pete Hoekstra,0.001,0.009,0.005,136.0,134.0,Lisa McClain,0.001,0.009,0.005,136.0,134.0,Jonathan Lindsey,0.001,0.009,0.005,141.0,134.0,Dick DeVos,0.001,0.009,0.005,136.0,134.0,Candice Miller,0.001,0.009,0.005,115.0,113.0,Tom Leonard,0.001,0.007,0.004,335.0,234.0,,,,,,,,,,,,,,,,,,
2026-05-29T14:37:30Z,KXGOVMINOMD,Michigan Governor — Dem Primary,2026-11-03T15:00:00Z,44711.3,22525.85,9,Jocelyn Benson,0.900,0.942,0.921,21157.31,10093.26,Chris Swanson,0.040,0.068,0.054,12414.99,7792.59,Mallory McMorrow,0.001,0.010,0.005,680.0,462.0,Garlin Gilchrist,0.001,0.010,0.005,4231.0,653.0,Mark Hackel,0.001,0.009,0.005,605.0,352.0,Joe Tate,0.001,0.009,0.005,53.0,53.0,Dan Kildee,0.001,0.009,0.005,53.0,53.0,Winnie Brinks,0.001,0.009,0.005,53.0,53.0,Pete Buttigieg,0.001,0.009,0.005,5464.0,3014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T14:37:30Z,KXHOUSERACE,Michigan MI01 House — General,2027-11-03T15:00:00Z,12050.15,2379.38,2,Republican party,0.700,0.730,0.715,8339.8,846.03,Democratic party,0.270,0.300,0.285,3710.35,1533.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T14:37:30Z,HOUSEMI10,Michigan MI-10 House — General,2027-11-03T15:00:00Z,11984.46,4963.47,2,Democratic party,0.680,0.720,0.700,8084.25,3865.26,Republican party,0.270,0.330,0.300,3900.21,1098.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T14:37:30Z,KXHOUSERACE,Michigan MI02 House — General,2027-11-03T15:00:00Z,6896.0,3327.0,2,Republican party,0.860,0.969,0.914,5884.0,2815.0,Democratic party,0.001,0.085,0.043,1012.0,512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T14:37:30Z,KXHOUSERACE,Michigan MI09 House — General,2027-11-03T15:00:00Z,5600.3,1413.14,2,Republican party,0.920,0.990,0.955,4732.3,919.14,Democratic party,0.001,0.120,0.060,868.0,494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T14:37:30Z,KXSENATEMIR,Michigan Senate — Rep Primary,2026-11-03T15:00:00Z,3511.14,2343.14,5,Mike Rogers,0.950,0.990,0.970,3257.14,2156.14,Genevieve Scott,0.000,0.980,0.490,2.0,2.0,Bernadette Smith,0.000,0.041,0.021,92.0,25.0,Kent Benham,0.000,0.040,0.020,119.0,119.0,Frederick Heurtebise,0.000,0.009,0.004,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T14:37:30Z,KXHOUSERACE,Michigan MI05 House — General,2027-11-03T15:00:00Z,2146.0,1252.0,2,Republican party,0.820,0.982,0.901,1262.0,752.0,Democratic party,0.025,0.090,0.058,884.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T14:37:30Z,KXHOUSERACE,Michigan MI06 House — General,2027-11-03T15:00:00Z,776.0,774.0,2,Democratic party,0.830,0.979,0.904,667.0,665.0,Republican party,0.001,0.120,0.060,109.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T14:37:30Z,KXHOUSERACE,Michigan MI11 House — General,2027-11-03T15:00:00Z,507.0,503.0,2,Democratic party,0.880,0.972,0.926,505.0,501.0,Republican party,0.035,0.090,0.062,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T14:37:30Z,KXHOUSERACE,Michigan MI13 House — General,2027-11-03T15:00:00Z,483.0,481.0,2,Democratic party,0.890,0.989,0.940,336.0,334.0,Republican party,0.001,0.100,0.051,147.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T14:37:30Z,KXHOUSERACE,Michigan MI12 House — General,2027-11-03T15:00:00Z,374.0,370.0,2,Democratic party,0.840,0.989,0.914,259.0,255.0,Republican party,0.001,0.090,0.045,115.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
